Tweet ID,Author ID,Tanggal,Isi Tweet,Retweet Count,Reply Count,Like Count,Quote Count
1917041855700865438,279235098,2025-04-29T02:22:49.000Z,"RT @The_RedsIndo: Gary Neville menegaskan bahwa Liverpool adalah klub terbesar di Inggris.

Neville: ""Liverpool memiliki lebih banyak Piala…",109,0,0,0
1917041452221403324,1656129140591046657,2025-04-29T02:21:13.000Z,"@pretendto068 @The_RedsIndo Arsenal secara tropi aja terbanyak ketiga setelah Liverpool &amp; MU, dilihat dari tropi liga Inggris juga Arsenal nomor 3, jadi tim mana yg ngga layak?",0,0,0,0
1917041429622436239,1377182661492449280,2025-04-29T02:21:08.000Z,"RT @The_RedsIndo: Daftar kapten Liverpool saat memenangi gelar Liga Inggris:

🏴󠁧󠁢󠁳󠁣󠁴󠁿 Alex Raisbeck (1900-01, 1905-06)
🏴󠁧󠁢󠁳󠁣󠁴󠁿 Donald Macki…",70,0,0,0
1917041332465631256,79945241,2025-04-29T02:20:45.000Z,@The_RedsIndo Kan emang 20.. yg blg 2 siapa? Klo d format EPL mmg 2.. klo total juara Liga utama Inggris y 20.. gmn dah? Kan mmg sama dgn MU 20 juara.. biasa itu.. dulu pas MU masih 7 gelar trus nyamain jd 18 apakah seberisik ini jg?,0,0,0,0
1917039999079661871,1844618478797586436,2025-04-29T02:15:27.000Z,"RT @lupa_mancing: Mentari menyapa juara liga inggris. Scouse is not england. Kepalkan tanganmu kawand✊✊. Sampai menang.
#YNWA #aaauuuwww ht…",1,0,0,0
1917039762847989893,1799253488335237120,2025-04-29T02:14:30.000Z,"RT @nagromsew: @utdfocusid Lho ini ngakunya skrg punya 20 gelar? Ga 13 EPL?

Adu bacot sama fans Liverpool :
MU punya 13 gelar EPL, Liverpo…",2,0,0,0
1917039700357091604,1389491903125540874,2025-04-29T02:14:16.000Z,"RT @The_RedsIndo: Gary Neville menegaskan bahwa Liverpool adalah klub terbesar di Inggris.

Neville: ""Liverpool memiliki lebih banyak Piala…",109,0,0,0
1917039210525290529,1305514396983021569,2025-04-29T02:12:19.000Z,"RT @theflankerID: LIVERPOOL JUARA PREMIER LEAGUE

- Memutus dominasi Manchester City
- Slot mampu juara di musim perdana, lebih dulu dari A…",910,0,0,0
1917039170348085624,2980888980,2025-04-29T02:12:09.000Z,"Liverpool Kunci Juara Liga Inggris usai Hajar Tottenham Hotspur 5-1

Cakeeeppp",0,0,0,0
1917038891313598725,782217240947093504,2025-04-29T02:11:03.000Z,@DwiPrasetyaSan1 @Seiiraz @LaunchSatelite @liskiataumi @idextratime @footballontnt Hadiahnya juga banyakan liga inggris.apa lagi udah jelas Uefa dan para wasit...nya Kebanyakan bepihak ke tim spanyol,0,0,0,0
1917038532314730661,349142368,2025-04-29T02:09:37.000Z,"RT @txtdrkeylie: mau 13 epl kek, 2 epl kek. itungan secara keseluruhannya ttp GELAR LIGA INGGRIS. fans emyu jgn berisik dah kocak, mending…",51,0,0,0
1917038435560522219,4905458443,2025-04-29T02:09:14.000Z,"@ppnnooxx @AlfnGnrs @aldibawazier_ lah postingan lain beda konteks lah pea, selain baper, fans mu gak bisa ngecerna tulisan ya alias minim literasi....makanya stop bahas sejarah biar gak baper dan stress, btw Selamat liverpool udah menang 20 trofi liga Inggris",0,0,0,0
1917037519528767958,4905458443,2025-04-29T02:05:36.000Z,"@ppnnooxx @AlfnGnrs @aldibawazier_ nah coba lo baca lagi postingan aldi, ada bawa bawa MU? soalnya setau aku format liga inggris emang berubah sejak tahun 92.... Kebanyakan bahas sejarah jadinya baperan njir",0,1,0,0
1917036193910559112,1262586526136799233,2025-04-29T02:00:20.000Z,"RT @utdfocusid: Pejamkan mata lalu nikmati detik-detik terakhir kita sebagai penguasa Liga Inggris dengan 20 gelar juaranya.

Sebentar lagi…",156,0,0,0
1917036099467415942,1496309416836354048,2025-04-29T01:59:57.000Z,"@notfakboyyy @liskiataumi @idextratime @footballontnt musim ini enggak sih
dari 12 tim yang masih main di kompetisi eropa 4 dari liga inggris
dan musim depan ada kemungkinan inggris punya 6 wakil di liga champions kalau MU/Spurs juara europa",0,0,0,0
1917036095608647951,856460683696685056,2025-04-29T01:59:56.000Z,"RT @The_RedsIndo: Gary Neville menegaskan bahwa Liverpool adalah klub terbesar di Inggris.

Neville: ""Liverpool memiliki lebih banyak Piala…",109,0,0,0
1917035685745463542,1049838699607805953,2025-04-29T01:58:18.000Z,"@Seiiraz @TohhirRadin @LaunchSatelite @liskiataumi @idextratime @footballontnt Liga spanyol pemilik terbanyak gelar juara eropa. Bukan cuman UCL. UEL juga, bahkan sejak 2006, final UCL/UEL aja kalau tim spanyol vs inggris aja menang tim spanyol",0,1,1,0
1917034952048377981,1262586526136799233,2025-04-29T01:55:24.000Z,"RT @The_RedsIndo: Daftar kapten Liverpool saat memenangi gelar Liga Inggris:

🏴󠁧󠁢󠁳󠁣󠁴󠁿 Alex Raisbeck (1900-01, 1905-06)
🏴󠁧󠁢󠁳󠁣󠁴󠁿 Donald Macki…",70,0,0,0
1917034494416113997,1374626156159197187,2025-04-29T01:53:34.000Z,@idextratime @footballontnt predikat liga terbaik sih masih bisa diperdebatkan. tapi yang pasti liga inggris ini liga terseru untuk diikuti. apalagi jam tayangnya bersahabat untuk asia. kalau nonton liga lain gak tau kenapa bawaannya bosen ditonton.,0,0,0,0
1917034314266776050,1503612278528417794,2025-04-29T01:52:51.000Z,"RT @panditfootball: Wataru Endo jadi samurai keempat yang juara Liga Inggris 🇯🇵

Siapa lagi pemain Jepang yang bakal juara di Inggris? 🤔 ht…",65,0,0,0
1917034142120001767,1683377775804284929,2025-04-29T01:52:10.000Z,Liverpool Patahkan Prediksi Tak Dijagokan Juara Liga Inggris 2024/2025 https://t.co/IRptZXDsD4,0,0,0,0
1917033625964712023,1649748461477330945,2025-04-29T01:50:07.000Z,"RT @The_RedsIndo: Gary Neville menegaskan bahwa Liverpool adalah klub terbesar di Inggris.

Neville: ""Liverpool memiliki lebih banyak Piala…",109,0,0,0
1917033458574189033,1866005410530066432,2025-04-29T01:49:27.000Z,"RT @The_RedsIndo: Gary Neville menegaskan bahwa Liverpool adalah klub terbesar di Inggris.

Neville: ""Liverpool memiliki lebih banyak Piala…",109,0,0,0
1917033170949836892,1819410119496794112,2025-04-29T01:48:19.000Z,"@TohhirRadin @LaunchSatelite @liskiataumi @idextratime @footballontnt Prestasi juara liga champion atau Europa, kalo dilihat banyak tim liga Inggris ko yang juara dibanding liga2 lain contoh Spain yang juara champions paling madrid barca liga Inggris nothingham sama Aston aja pernah",0,1,1,0
